,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
39,Supply Chain Management Specialization,https://www.coursera.org/specializations/supply-chain-management,"Supply Chain Management. Master the Fundamentals: Logistics, Operations, Planning, Sourcing, and Strategy",Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, Turkish, Spanish, Hungarian","Forecasting, Logistics, Supply Chain, Lean Six Sigma, Supply Chain Risk Management, Warehouse Management, Logistics Planning, Inventory, Six Sigma, Microsoft Excel, Planning, Demand Forecasting, ","Rudolf Leuschner, Ph.D. ,",4.8stars,"11,037 ",Approximately 6 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Fintech: Foundations & Applications of Financial Technology Specialization,https://www.coursera.org/specializations/wharton-fintech,,Business,Business Essentials,Specialization,English,"Subtitles: English, French, Portuguese (European), Vietnamese, Russian, Spanish, Chinese (Simplified)","Investment Management, Cryptocurrency, regulation, Blockchain, ","Christopher Geczy ,Natasha Sarin ,Jessica Wachter ,Sarah Hammer ,David Musto ,",4.6stars,"3,316 ",Approximately 4 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Microsoft 365 Fundamentals Specialization,https://www.coursera.org/specializations/microsoft-365-fundamentals,Pursue your passion and improve your productivity. Learn how to use the best-in-class suite of apps that help you stay connected and get things done.,Business,Business Essentials,Specialization,English,Subtitles: English,"Create and maintain professional looking documents, Create and edit a workbook with multiple sheets, Represent data visually, Create and manage presentations, Describe the apps and services available in a Microsoft 365 subscription, Documents, Microsoft Word, Microsoft Excel, Chart, Worksheet, Microsoft PowerPoint, Presentation, "," Microsoft ,",4.7stars,"1,123 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Search Engine Optimization (SEO) Specialization,https://www.coursera.org/specializations/seo,Become an SEO Expert. Master search engine optimization tools and strategies,Business,Marketing,Specialization,English,Subtitles: English,"Search Algorithm, Search Engine Optimization (SEO), Mathematical Optimization, Semantics, Social Media, Keyword Research, Marketing, Content Marketing, Social Media Marketing, ","Rebekah May ,Eric Enge ,",4.7stars,"10,289 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,AI Product Management Specialization,https://www.coursera.org/specializations/ai-product-management-duke,"Manage the Design & Development of ML Products. Understand how machine learning works and when and how it can be applied to solve problems.  Learn to apply the data science process and best practices to lead machine learning projects,  and how to develop human-centered AI products which ensure privacy and ethical standards.",Data Science,Machine Learning,Specialization,English,Subtitles: English,"Data Science, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Modeling, Artificial Neural Network, Project Management, Privacy, Design Thinking, Ethics, ","Jon Reifschneider ,",4.7stars,165 ,Approximately 4 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Introduction to Programming with Python and Java Specialization,https://www.coursera.org/specializations/programming-python-java,"Boost Your Computer Programming Skills. With minimal previous exposure, learn two popular programming languages at an accelerated pace.",Computer Science,Software Development,Specialization,English,"Subtitles: English, Korean","Programming Principles, Python Programming, Java Programming, Data Structure, Computer Programming, Python Tools, Python Syntax And Semantics, Data Science, Python Libraries, Data Analysis, Data Visualization (DataViz), Java Tools, ","Brandon Krakowsky ,",4.4stars,960 ,Approximately 4 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Construction Management Specialization,https://www.coursera.org/specializations/construction-management,Construction Project Management and Planning. Develop and understand the foundations of project planning and scheduling techniques,Business,Leadership and Management,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Schedule, Cost Estimate, Cost Control, Finance, Real Estate finance, Project Management, Construction Management, Work Breakdown Structure, Project Planning, Linear Scheduling Method, Program Evaluation And Review Technique (PERT), Critical Path Method, ","Ibrahim Odeh, Ph.D., MBA ,",4.8stars,"6,900 ",Approximately 7 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,IBM Introduction to Machine Learning Specialization,https://www.coursera.org/specializations/ibm-intro-machine-learning,Learn machine learning through real use cases. Build the skills for a career in one of the most relevant fields of modern AI through hands-on projects and curriculum from IBM’s experts.,Data Science,Data Analysis,Specialization,English,"Subtitles: English, French, Portuguese (European), Russian, Spanish","Machine Learning Regression, Machine Learning Classification, Machine Learning, Unsupervised Learning, Exploratory Data Analysis, Artificial Intelligence (AI), Feature Engineering, Statistical Hypothesis Testing, Regression Analysis, Supervised Learning, Linear Regression, Ridge Regression, ","Joseph Santarcangelo ,Svitlana (Lana) Kramar ,Mark J Grover ,Miguel Maldonado ,Yan Luo ,Xintong Li ,",4.7stars,251 ,Approximately 6 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Data Analysis and Presentation Skills: the PwC Approach Specialization,https://www.coursera.org/specializations/pwc-analytics,"Make Smarter Business Decisions With Data Analysis. Understand data, apply data analytics tools and create effective business intelligence presentations",Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, Turkish, Spanish, Japanese","Data Analysis, Microsoft Excel, Data Visualization (DataViz), Presentation, Data-Informed Decision-Making, Big Data, Pivot Table, Data Cleansing, Dashboard (Business), Data Virtualization, Communication, Presentation Design, ","Alex Mannella ,",4.7stars,"9,541 ",Approximately 6 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,AWS Fundamentals Specialization,https://www.coursera.org/specializations/aws-fundamentals,,Information Technology,Cloud Computing,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish, Korean","AWS Identity and Access Management, Networking on AWS, AWS Management Console, Cloud Computing, aws security, aws, Information Privacy, Cloud Management, security, Cloud Applications, AWS Lambda, Amazon Lex, ","Morgan Willis ,Seph Robinson ,Rudy Chetty ,Hong Pham ,Alex G. ,Wes Gruver ,Bobbie Atristain ,Rick Hurst ,Adam Becker ,",4.6stars,"10,966 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Data Science: Foundations using R Specialization,https://www.coursera.org/specializations/data-science-foundations-r,,Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, Spanish, Chinese (Simplified), Portuguese (Brazilian), Japanese","Data Science, Machine Learning, Github, R Programming, Exploratory Data Analysis, Rstudio, Data Analysis, Debugging, Data Manipulation, Regular Expression (REGEX), Data Cleansing, Cluster Analysis, ","Jeff Leek, PhD ,Roger D. Peng, PhD ,Brian Caffo, PhD ,",4.6stars,"5,839 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Python 3 Programming Specialization,https://www.coursera.org/specializations/python-3-programming,Become a Fluent Python Programmer. Learn the fundamentals and become an independent programmer.,Computer Science,Software Development,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, Spanish","Json, Computer Programming, Python Programming, Sorting, ","Paul Resnick ,Steve Oney ,Christopher Brooks ,",4.7stars,"15,871 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Reinforcement Learning Specialization,https://www.coursera.org/specializations/reinforcement-learning,Master the Concepts of Reinforcement Learning. Implement a complete RL solution and understand how to apply AI tools to solve real-world problems.,Data Science,Machine Learning,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Artificial Intelligence (AI), Machine Learning, Reinforcement Learning, Function Approximation, Intelligent Systems, ","Martha White ,Adam White ,",4.8stars,"2,965 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Accelerated Computer Science Fundamentals Specialization,https://www.coursera.org/specializations/cs-fundamentals,Data Structures and Algorithms in C++. Learn fundamentals of computer science while implementing efficient data structures in C++.,Computer Science,Algorithms,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Run-time Analysis, Algorithms, Hash Table, Trees (Data Structures), Object-Oriented Programming (OOP), ","Wade Fagen-Ulmschneider ,",4.7stars,"2,340 ",Approximately 3 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Digital Marketing Specialization,https://www.coursera.org/specializations/digital-marketing,"Drive Customer Behavior Online. A six-course overview of the latest digital marketing skills, taught by industry experts.",Business,Marketing,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, Spanish, Persian","Digital Marketing, Marketing, Pricing Strategies, Marketing Mix, Product Strategies, Data Collection, Analytics, Data Analysis, Data Visualization (DataViz), Marketing Analytics, Marketing Performance, Marketing Channel, ","Aric Rindfleisch ,Kevin Hartman ,Mike Yao ,Vishal Sachdev ,",4.6stars,"16,501 ",Approximately 8 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,DevOps on AWS Specialization,https://www.coursera.org/specializations/aws-devops,Launch your career in DevOps. Master DevOps methodologies and AWS services to deliver faster and more reliable updates to your customers,Computer Science,Software Development,Specialization,English,Subtitles: English,"Continuous Integration, Devops, Monitoring and Logging, Continuous Delivery, Microservices, AWS Identity and Access Management, Networking on AWS, AWS Management Console, Cloud Computing, aws security, Test Automation, AWS cloud, ","Morgan Willis ,Seph Robinson ,Rafael Lopes ,Russell Sayers ,Alana Layton ,",4.7stars,811 ,Approximately 3 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Generative Adversarial Networks (GANs) Specialization,https://www.coursera.org/specializations/generative-adversarial-networks-gans,Break into the GANs space. Master cutting-edge GANs techniques through three hands-on courses!,Data Science,Machine Learning,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Turkish, Spanish","Generator, Image-to-Image Translation, glossary of computer graphics, Discriminator, Generative Adversarial Networks, Controllable Generation, WGANs, Conditional Generation, Components of GANs, DCGANs, Bias in GANs, StyleGANs, ","Sharon Zhou ,Eda Zhou ,Eric Zelikman ,",4.7stars,"1,902 ",Approximately 3 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Data Visualization with Tableau Specialization,https://www.coursera.org/specializations/data-visualization,Visualize Business Data with Tableau. Create powerful business intelligence reports,Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Storyboarding, Map, Tableau Software, Data Visualization (DataViz), Data Virtualization, Visualization (Computer Graphics), Data Analysis, Visual Analytics, Interactive Visualization, ","Desiree' Abbott ,Govind Acharya ,Hunter Whitney ,Suk S. Brar, M.B.A. ,",4.5stars,"6,556 ",Approximately 6 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Certified in Cybersecurity Specialization,https://www.coursera.org/specializations/certified-in-cybersecurity,Advance Your IT Career with Cybersecurity Skills. Gain Flexibility with Self-Paced Learning,Information Technology,Security,Specialization,English,Subtitles: English,"Cybersecurity, Network Security, security principles, Risk, Information Assurance, security, governance, Computer Security Incident Management, Business Continuity, Disaster Recovery, Logical Controls, administrative controls, ","(ISC)² Education & Training ,",4.6stars,114 ,Approximately 8 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Business Strategy Specialization,https://www.coursera.org/specializations/business-strategy,Steer Your Business to Success. Generate value and demonstrate global impact in four courses. ,Business,Business Strategy,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, Spanish, Korean","Strategic Analysis, Strategic Management, Strategic Thinking, Business Strategy, Capabilities Analysis, Competitive Position, Industry Structure, business competition, Mergers And Acquisitions (M&A), innovation strategy, growth strategy, Strategy Implementation, ","Michael Lenox ,Jared Harris ,Scott Snell ,",4.8stars,"2,524 ",Approximately 6 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Applied Data Science with Python Specialization,https://www.coursera.org/specializations/data-science-python,"Gain new insights into your data  . Learn to apply data science methods and techniques, and acquire analysis skills.",Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, Spanish","Text Mining, Python Programming, Pandas, Matplotlib, Numpy, Data Cleansing, Data Virtualization, Data Visualization (DataViz), Machine Learning (ML) Algorithms, Machine Learning, Scikit-Learn, Natural Language Toolkit (NLTK), ","Christopher Brooks ,Kevyn Collins-Thompson ,V. G. Vinod Vydiswaran ,Daniel Romero ,",4.5stars,"25,522 ",Approximately 5 months to complete,Coursera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
